country_code,country_name,year,debt_to_gdp,electricity_access,exports_to_gdp,fdi_pct_gdp,gdp_growth,imports_to_gdp,industry_value_added,inflation,real_interest_rate,unemployment
RWA,Rwanda,2016,,29.4,15.4218031562888,3.21723490346275,5.97074525431094,34.0631039507003,16.8369912939315,7.17434301982009,11.6743123556092,11.788
RWA,Rwanda,2017,,34.1,20.5283808772972,2.96153582649288,3.91817093628465,33.1468865404281,17.2842232487373,8.27953672260832,8.32839190737932,11.875
RWA,Rwanda,2018,,38.0,21.10801098862,3.79950138241727,8.51646722592409,34.6761153853403,17.3499797528636,-0.311210160390699,17.656522610566,10.759
RWA,Rwanda,2019,,46.6,21.8254435390056,2.54289979218123,9.44738518613097,36.1502193247898,18.8647459714312,3.34787655037648,13.717350611345,11.236
RWA,Rwanda,2020,,45.2,19.3259418342726,1.49998346928248,-3.37368746369782,35.8620097177129,18.6382750394843,9.85039902274207,9.02726772141586,11.829
RWA,Rwanda,2021,,48.7,19.502494693488,2.10659286861252,10.8584320184896,34.7913371528487,20.4522932693169,-0.391346748300791,12.8518758011187,15.775
RWA,Rwanda,2022,,50.6,22.4780615146911,2.29121488787355,8.16120720872912,38.667017988674,21.2695312277805,17.6892095588153,0.495362461056007,15.084
RWA,Rwanda,2023,,63.9,25.0057307202908,3.19322395833009,8.24990302014558,39.9011734217134,20.703253350416,19.789546746467,3.67012650683346,12.352
RWA,Rwanda,2024,,,30.8220804418076,4.02009319742237,8.89065529573114,39.1323331262486,20.9658580178961,1.77029240198635,11.810274731558,11.331
RWA,Rwanda,2025,,,,,,,,,,11.363
ZAF,South Africa,2010,,82.8,25.7834176267221,0.884904611686012,3.03973288127956,24.6226695358778,25.3034630993363,4.06749555950263,3.49095978979672,24.683
ZAF,South Africa,2011,,83.6,27.6981484703752,0.903381424332556,3.16855627858818,26.9382019655219,24.8394911507999,5.0008533879502,3.27930122317635,24.639
ZAF,South Africa,2012,,85.2,27.1391491937679,1.06492249485696,2.39623238465745,28.4434679995666,24.4686002355753,5.73797139141739,3.88287299810937,24.727
ZAF,South Africa,2013,,85.2,28.379280320361,2.05358095229684,2.48546800826588,30.4957473096901,24.5517417673484,5.78016910069176,2.50924549715633,24.561
ZAF,South Africa,2014,,85.9,29.0006193033471,1.51932743753979,1.41382645223793,30.4989547517121,24.3052820058227,6.13282953059149,3.56702763012509,24.89
ZAF,South Africa,2015,52.651157246849,85.3,27.7136384124829,0.438735792056356,1.32186223678229,29.0130377322327,23.7323079746326,4.51869094892506,3.66774283297157,25.149
ZAF,South Africa,2016,53.7387913927398,83.9,28.1560881698955,0.684612553455795,0.664552307858116,27.7051693349827,23.7825372977493,6.60290842394872,3.27825167845193,26.536
ZAF,South Africa,2017,56.2597208339946,84.4,27.3400757812216,0.539673956759456,1.15794695181735,26.1958560481525,23.6105564955695,5.18618655524149,4.64731548547952,27.035
ZAF,South Africa,2018,59.1023114125426,84.7,27.4970371508423,1.3742911715346,1.55678384721676,26.9885079767917,23.5370608392744,4.50987264867388,5.85618355804149,26.906
ZAF,South Africa,2019,64.589278136337,85.0,27.2021294051151,1.31407752293306,0.25993557687633,26.6958670030255,23.6220152843652,4.10285075461156,5.26841565254553,28.468
ZAF,South Africa,2020,75.7255090818801,90.0,27.5759141603963,0.933073684352391,-6.1689177146757,23.1837449200214,23.3394384079582,3.23238831615113,2.19841383909371,29.217
ZAF,South Africa,2021,74.0826080100226,89.3,31.1916105051608,9.68098022663018,4.85864865060148,24.9731031225938,24.9006017482132,4.61874544887136,0.59508785972345,34.007
ZAF,South Africa,2022,76.2054429487374,86.5,33.5394403164272,2.26670277731613,2.05813661692193,31.4076940859128,24.9820287872223,7.03987272546482,3.37387624023208,33.268
ZAF,South Africa,2023,79.446907709916,87.7,33.2538127556816,1.0127377916456,0.80610455095804,32.4260632183892,24.5639655120651,6.0752438457966,6.47206699043374,32.098
ZAF,South Africa,2024,,,31.7919070646303,0.580891709673066,0.534843531905139,29.8548634083947,24.3105308888817,4.36115246518962,7.41753982186412,32.279
ZAF,South Africa,2025,,,,,,,,,,32.391
